"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookAuthorComparatorLevenshtein record1Value","[2] BookAuthorComparatorLevenshtein record2Value","[2] BookAuthorComparatorLevenshtein record1PreprocessedValue","[2] BookAuthorComparatorLevenshtein record2PreprocessedValue","[2] BookAuthorComparatorLevenshtein similarity","[2] BookAuthorComparatorLevenshtein postproccesedSimilarity","[3] BookPublisherComparatorJaccard record1Value","[3] BookPublisherComparatorJaccard record2Value","[3] BookPublisherComparatorJaccard record1PreprocessedValue","[3] BookPublisherComparatorJaccard record2PreprocessedValue","[3] BookPublisherComparatorJaccard similarity","[3] BookPublisherComparatorJaccard postproccesedSimilarity","[4] BookPublisherComparatorLevenshtein record1Value","[4] BookPublisherComparatorLevenshtein record2Value","[4] BookPublisherComparatorLevenshtein record1PreprocessedValue","[4] BookPublisherComparatorLevenshtein record2PreprocessedValue","[4] BookPublisherComparatorLevenshtein similarity","[4] BookPublisherComparatorLevenshtein postproccesedSimilarity","[5] BookPageComparator100Page record1Value","[5] BookPageComparator100Page record2Value","[5] BookPageComparator100Page record1PreprocessedValue","[5] BookPageComparator100Page record2PreprocessedValue","[5] BookPageComparator100Page similarity","[5] BookPageComparator100Page postproccesedSimilarity","[6] BookPageComparator50Page record1Value","[6] BookPageComparator50Page record2Value","[6] BookPageComparator50Page record1PreprocessedValue","[6] BookPageComparator50Page record2PreprocessedValue","[6] BookPageComparator50Page similarity","[6] BookPageComparator50Page postproccesedSimilarity"
"WekaMatchingRule","recommendation_9857","goodreads_12709","0.06447831184056271","0","pale kings and princes","pale kings and princes","pale kings and princes","pale kings and princes","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Robert B. Parker","Cassandra Clare","Robert B. Parker","Cassandra Clare","0.1875","0.0","dell",,"dell",,"0.0","0.0","dell",,"dell",,"0.0","0.0","0","40","0","40","0.6","0.6","0","40","0","40","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","recommendation_81668","goodreads_27118","0.06447831184056271","0","starting over","starting over","starting over","starting over","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","No Author","No Author","No Author","No Author","0.0","0.0","harlequin",,"harlequin",,"0.0","0.0","harlequin",,"harlequin",,"0.0","0.0","0","336","0","336","0.0","0.0","0","336","0","336","0.0","0.0"
"WekaMatchingRule","recommendation_215652","goodreads_50979","0.06447831184056271","0","the visitor","the visitor","the visitor","the visitor","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Anita Burgh","Lori Wick","Anita Burgh","Lori Wick","0.09090909090909094","0.0","orion",,"orion",,"0.0","0.0","orion",,"orion",,"0.0","0.0","0","312","0","312","0.0","0.0","0","312","0","312","0.0","0.0"
"WekaMatchingRule","recommendation_1580","goodreads_4937","0.9391025641025641","1","embers","embers","embers","embers","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","SANDOR MARAI","Sándor Márai","SANDOR MARAI","Sándor Márai","0.8333333333333334","1.0","vintage",,"vintage",,"0.0","0.0","vintage",,"vintage",,"0.0","0.0","0","214","0","214","0.0","0.0","0","214","0","214","0.0","0.0"
"WekaMatchingRule","recommendation_60123","goodreads_15458","0.9391025641025641","1","the saggy baggy elephant","the saggy baggy elephant","the saggy baggy elephant","the saggy baggy elephant","1.0","1.0","K. Jackson","Kathryn Jackson","K. Jackson","Kathryn Jackson","0.3333333333333333","0.0","K. Jackson","Kathryn Jackson","K. Jackson","Kathryn Jackson","0.6","1.0","golden books",,"golden books",,"0.0","0.0","golden books",,"golden books",,"0.0","0.0","0","24","0","24","0.76","0.76","0","24","0","24","0.52","0.52"
"WekaMatchingRule","recommendation_199531","goodreads_23027","0.06447831184056271","0","selected letters","selected letters","selected letters","selected letters","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Marquis De Sade","Martha Gellhorn","Marquis De Sade","Martha Gellhorn","0.2666666666666667","0.0","peter owen publishers",,"peter owen publishers",,"0.0","0.0","peter owen publishers",,"peter owen publishers",,"0.0","0.0","0","531","0","531","0.0","0.0","0","531","0","531","0.0","0.0"
"WekaMatchingRule","recommendation_268004","goodreads_36618","0.06447831184056271","0","skin tight","skin tight","skin tight","skin tight","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Carl Hiaasen","Ava Gray","Carl Hiaasen","Ava Gray","0.25","0.0","putnam pub group",,"putnam pub group",,"0.0","0.0","putnam pub group",,"putnam pub group",,"0.0","0.0","0","308","0","308","0.0","0.0","0","308","0","308","0.0","0.0"
"WekaMatchingRule","recommendation_39760","goodreads_514","0.9391025641025641","0","are you my mother?","are you my mother?","are you my mother?","are you my mother?","1.0","1.0","Philip D. Eastman","P.D. Eastman","Philip D. Eastman","P.D. Eastman","0.5","1.0","Philip D. Eastman","P.D. Eastman","Philip D. Eastman","P.D. Eastman","0.6470588235294117","1.0","random house children's books",,"random house children's books",,"0.0","0.0","random house children's books",,"random house children's books",,"0.0","0.0","0","64","0","64","0.36","0.36","0","64","0","64","0.0","0.0"
"WekaMatchingRule","recommendation_137470","goodreads_842","0.9391025641025641","1","still life with woodpecker","still life with woodpecker","still life with woodpecker","still life with woodpecker","1.0","1.0","Tom Robbins","Tom Robbins","Tom Robbins","Tom Robbins","1.0","1.0","Tom Robbins","Tom Robbins","Tom Robbins","Tom Robbins","1.0","1.0","bantam books",,"bantam books",,"0.0","0.0","bantam books",,"bantam books",,"0.0","0.0","0","288","0","288","0.0","0.0","0","288","0","288","0.0","0.0"
"WekaMatchingRule","recommendation_6859","goodreads_46732","0.06447831184056271","0","on the edge of darkness","on the edge of darkness","on the edge of darkness","on the edge of darkness","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Kathy Cronkite","Barbara Erskine","Kathy Cronkite","Barbara Erskine","0.33333333333333337","0.0","doubleday books",,"doubleday books",,"0.0","0.0","doubleday books",,"doubleday books",,"0.0","0.0","0","488","0","488","0.0","0.0","0","488","0","488","0.0","0.0"
"WekaMatchingRule","recommendation_145365","goodreads_7817","0.9391025641025641","1","the fifth sacred thing","the fifth sacred thing","the fifth sacred thing","the fifth sacred thing","1.0","1.0","Starhawk","Starhawk","Starhawk","Starhawk","1.0","1.0","Starhawk","Starhawk","Starhawk","Starhawk","1.0","1.0","bantam books",,"bantam books",,"0.0","0.0","bantam books",,"bantam books",,"0.0","0.0","0","486","0","486","0.0","0.0","0","486","0","486","0.0","0.0"
"WekaMatchingRule","recommendation_267027","goodreads_24107","0.06447831184056271","0","stories","stories","stories","stories","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Eric S. Rabkin","Anton Chekhov","Eric S. Rabkin","Anton Chekhov","0.0714285714285714","0.0","addison-wesley",,"addison-wesley",,"0.0","0.0","addison-wesley",,"addison-wesley",,"0.0","0.0","0","473","0","473","0.0","0.0","0","473","0","473","0.0","0.0"
"WekaMatchingRule","recommendation_9861","goodreads_3097","0.06447831184056271","0","ceremony","ceremony","ceremony","ceremony","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","ROBERT PARKER","Leslie Marmon Silko","ROBERT PARKER","Leslie Marmon Silko","0.1578947368421053","0.0","dell",,"dell",,"0.0","0.0","dell",,"dell",,"0.0","0.0","0","262","0","262","0.0","0.0","0","262","0","262","0.0","0.0"
"WekaMatchingRule","recommendation_19372","goodreads_2604","0.9391025641025641","1","junky","junky","junky","junky","1.0","1.0","William Burroughs","William S. Burroughs","William Burroughs","William S. Burroughs","0.6666666666666666","1.0","William Burroughs","William S. Burroughs","William Burroughs","William S. Burroughs","0.85","1.0","penguin books",,"penguin books",,"0.0","0.0","penguin books",,"penguin books",,"0.0","0.0","0","208","0","208","0.0","0.0","0","208","0","208","0.0","0.0"
"WekaMatchingRule","recommendation_176277","goodreads_42939","0.06447831184056271","0","antoni gaudi","antoni gaudi","antoni gaudi","antoni gaudi","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Judith Carmel-Arthur","Rainer Zerbst","Judith Carmel-Arthur","Rainer Zerbst","0.15000000000000002","0.0","carlton",,"carlton",,"0.0","0.0","carlton",,"carlton",,"0.0","0.0","0","240","0","240","0.0","0.0","0","240","0","240","0.0","0.0"
"WekaMatchingRule","recommendation_6937","goodreads_4342","0.9391025641025641","1","shane","shane","shane","shane","1.0","1.0","JACK SCHAEFER","Jack Schaefer","JACK SCHAEFER","Jack Schaefer","1.0","1.0","JACK SCHAEFER","Jack Schaefer","JACK SCHAEFER","Jack Schaefer","1.0","1.0","bantam",,"bantam",,"0.0","0.0","bantam",,"bantam",,"0.0","0.0","0","135","0","135","0.0","0.0","0","135","0","135","0.0","0.0"
"WekaMatchingRule","recommendation_143736","goodreads_4880","0.06447831184056271","0","my uncle oswald","my uncle oswald","my uncle oswald","my uncle oswald","1.0","1.0","Dahl","Roald Dahl","Dahl","Roald Dahl","0.5","1.0","Dahl","Roald Dahl","Dahl","Roald Dahl","0.4","0.0","not avail",,"not avail",,"0.0","0.0","not avail",,"not avail",,"0.0","0.0","0","208","0","208","0.0","0.0","0","208","0","208","0.0","0.0"
"WekaMatchingRule","recommendation_627","goodreads_52663","0.9391025641025641","1","101 dalmatians","101 dalmatians","101 dalmatians","101 dalmatians","1.0","1.0","Justine Korman","Justine Korman Fontes","Justine Korman","Justine Korman Fontes","0.6666666666666666","1.0","Justine Korman","Justine Korman Fontes","Justine Korman","Justine Korman Fontes","0.6666666666666667","1.0","golden books publishing company",,"golden books publishing company",,"0.0","0.0","golden books publishing company",,"golden books publishing company",,"0.0","0.0","0","24","0","24","0.76","0.76","0","24","0","24","0.52","0.52"
"WekaMatchingRule","recommendation_13718","goodreads_41481","0.06447831184056271","0","ash","ash","ash","ash","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Holly Thompson","Malinda Lo","Holly Thompson","Malinda Lo","0.1428571428571429","0.0","stone bridge press",,"stone bridge press",,"0.0","0.0","stone bridge press",,"stone bridge press",,"0.0","0.0","0","291","0","291","0.0","0.0","0","291","0","291","0.0","0.0"
"WekaMatchingRule","recommendation_219507","goodreads_34000","0.06447831184056271","0","vampire's kiss","vampire's kiss","vampire's kiss","vampire's kiss","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","William Hill","Veronica Wolff","William Hill","Veronica Wolff","0.2142857142857143","0.0","pinnacle books",,"pinnacle books",,"0.0","0.0","pinnacle books",,"pinnacle books",,"0.0","0.0","0","304","0","304","0.0","0.0","0","304","0","304","0.0","0.0"
"WekaMatchingRule","recommendation_211313","goodreads_35953","0.06447831184056271","0","trial by fire","trial by fire","trial by fire","trial by fire","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Frank Simon","J.A. Jance","Frank Simon","J.A. Jance","0.18181818181818177","0.0","crossway books",,"crossway books",,"0.0","0.0","crossway books",,"crossway books",,"0.0","0.0","0","357","0","357","0.0","0.0","0","357","0","357","0.0","0.0"
"WekaMatchingRule","recommendation_124475","goodreads_24601","0.06447831184056271","0","brothers","brothers","brothers","brothers","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","William Goldman","Bernice Rubens","William Goldman","Bernice Rubens","0.1333333333333333","0.0","little brown &amp; co",,"little brown &amp; co",,"0.0","0.0","little brown &amp; co",,"little brown &amp; co",,"0.0","0.0","0","512","0","512","0.0","0.0","0","512","0","512","0.0","0.0"
"WekaMatchingRule","recommendation_268721","goodreads_54251","0.06447831184056271","0","the promise","the promise","the promise","the promise","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","CHAIM POTOK","Ann Weisgarber","CHAIM POTOK","Ann Weisgarber","0.0714285714285714","0.0","ballantine books",,"ballantine books",,"0.0","0.0","ballantine books",,"ballantine books",,"0.0","0.0","0","320","0","320","0.0","0.0","0","320","0","320","0.0","0.0"
"WekaMatchingRule","recommendation_146371","goodreads_42083","0.06447831184056271","0","possessions","possessions","possessions","possessions","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Judith Michael","Nancy Holder","Judith Michael","Nancy Holder","0.1428571428571429","0.0","poseidon press",,"poseidon press",,"0.0","0.0","poseidon press",,"poseidon press",,"0.0","0.0","0","295","0","295","0.0","0.0","0","295","0","295","0.0","0.0"
"WekaMatchingRule","recommendation_120501","goodreads_43190","0.06447831184056271","0","in too deep","in too deep","in too deep","in too deep","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Sharon Mignerey","Kate Sherwood","Sharon Mignerey","Kate Sherwood","0.1333333333333333","0.0","silhouette",,"silhouette",,"0.0","0.0","silhouette",,"silhouette",,"0.0","0.0","0","234","0","234","0.0","0.0","0","234","0","234","0.0","0.0"
"WekaMatchingRule","recommendation_4467","goodreads_342","0.9391025641025641","1","love you forever","love you forever","love you forever","love you forever","1.0","1.0","Robert N. Munsch","Robert Munsch","Robert N. Munsch","Robert Munsch","0.6666666666666666","1.0","Robert N. Munsch","Robert Munsch","Robert N. Munsch","Robert Munsch","0.8125","1.0","firefly books ltd",,"firefly books ltd",,"0.0","0.0","firefly books ltd",,"firefly books ltd",,"0.0","0.0","0","32","0","32","0.6799999999999999","0.6799999999999999","0","32","0","32","0.36","0.36"
"WekaMatchingRule","recommendation_9626","goodreads_6876","0.06447831184056271","0","hush money","hush money","hush money","hush money","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Robert B. Parker","Susan Bischoff","Robert B. Parker","Susan Bischoff","0.125","0.0","putnam pub group",,"putnam pub group",,"0.0","0.0","putnam pub group",,"putnam pub group",,"0.0","0.0","0","194","0","194","0.0","0.0","0","194","0","194","0.0","0.0"
"WekaMatchingRule","recommendation_73181","goodreads_53431","0.06447831184056271","0","retribution","retribution","retribution","retribution","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Michael Grant","Jeanne C. Stein","Michael Grant","Jeanne C. Stein","0.1333333333333333","0.0","harpercollins",,"harpercollins",,"0.0","0.0","harpercollins",,"harpercollins",,"0.0","0.0","0","296","0","296","0.0","0.0","0","296","0","296","0.0","0.0"
"WekaMatchingRule","recommendation_2757","goodreads_43322","0.9391025641025641","1","the cat who sang for the birds","the cat who sang for the birds","the cat who sang for the birds","the cat who sang for the birds","1.0","1.0","Lilian Jackson Braun","Lilian Jackson Braun","Lilian Jackson Braun","Lilian Jackson Braun","1.0","1.0","Lilian Jackson Braun","Lilian Jackson Braun","Lilian Jackson Braun","Lilian Jackson Braun","1.0","1.0","putnam pub group",,"putnam pub group",,"0.0","0.0","putnam pub group",,"putnam pub group",,"0.0","0.0","0","260","0","260","0.0","0.0","0","260","0","260","0.0","0.0"
"WekaMatchingRule","recommendation_245303","goodreads_20453","0.06447831184056271","0","sarah","sarah","sarah","sarah","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Maura Seger","J.T. LeRoy","Maura Seger","J.T. LeRoy","0.18181818181818177","0.0","worldwide library",,"worldwide library",,"0.0","0.0","worldwide library",,"worldwide library",,"0.0","0.0","0","160","0","160","0.0","0.0","0","160","0","160","0.0","0.0"
"WekaMatchingRule","recommendation_26565","goodreads_3938","0.06447831184056271","0","sir gawain and the green knight","sir gawain and the green knight","sir gawain and the green knight","sir gawain and the green knight","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","M. Borroff","Unknown","M. Borroff","Unknown","0.09999999999999998","0.0","w w norton &amp; co",,"w w norton &amp; co",,"0.0","0.0","w w norton &amp; co",,"w w norton &amp; co",,"0.0","0.0","0","144","0","144","0.0","0.0","0","144","0","144","0.0","0.0"
"WekaMatchingRule","recommendation_229171","goodreads_28608","0.06447831184056271","0","daddy's girl","daddy's girl","daddy's girl","daddy's girl","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Charlotte Vale Allen","Debbie Drechsler","Charlotte Vale Allen","Debbie Drechsler","0.25","0.0","bantam books (mm)",,"bantam books (mm)",,"0.0","0.0","bantam books (mm)",,"bantam books (mm)",,"0.0","0.0","0","79","0","79","0.20999999999999996","0.20999999999999996","0","79","0","79","0.0","0.0"
"WekaMatchingRule","recommendation_27616","goodreads_48552","0.9391025641025641","0","dimensions: a casebook of alien contact","dimensions: a casebook of alien contact","dimensions: a casebook of alien contact","dimensions: a casebook of alien contact","1.0","1.0","Jacques Vallee","Jacques F. Vallée","Jacques Vallee","Jacques F. Vallée","0.25","0.0","Jacques Vallee","Jacques F. Vallée","Jacques Vallee","Jacques F. Vallée","0.7647058823529411","1.0","mcgraw-hill",,"mcgraw-hill",,"0.0","0.0","mcgraw-hill",,"mcgraw-hill",,"0.0","0.0","0","311","0","311","0.0","0.0","0","311","0","311","0.0","0.0"
"WekaMatchingRule","recommendation_184676","goodreads_3152","0.06447831184056271","0","the fixer","the fixer","the fixer","the fixer","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Jon F. Merz","Bernard Malamud","Jon F. Merz","Bernard Malamud","0.19999999999999996","0.0","pinnacle books",,"pinnacle books",,"0.0","0.0","pinnacle books",,"pinnacle books",,"0.0","0.0","0","335","0","335","0.0","0.0","0","335","0","335","0.0","0.0"
"WekaMatchingRule","recommendation_246648","goodreads_4380","0.9391025641025641","1","pay it forward","pay it forward","pay it forward","pay it forward","1.0","1.0","Catherine Ryan Hyde","Catherine Ryan Hyde","Catherine Ryan Hyde","Catherine Ryan Hyde","1.0","1.0","Catherine Ryan Hyde","Catherine Ryan Hyde","Catherine Ryan Hyde","Catherine Ryan Hyde","1.0","1.0","simon &amp; schuster audio",,"simon &amp; schuster audio",,"0.0","0.0","simon &amp; schuster audio",,"simon &amp; schuster audio",,"0.0","0.0","0","311","0","311","0.0","0.0","0","311","0","311","0.0","0.0"
"WekaMatchingRule","recommendation_153790","goodreads_37889","0.06447831184056271","0","dreamfall","dreamfall","dreamfall","dreamfall","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Joan D. Vinge","Amy Plum","Joan D. Vinge","Amy Plum","0.15384615384615385","0.0","aspect",,"aspect",,"0.0","0.0","aspect",,"aspect",,"0.0","0.0","0","288","0","288","0.0","0.0","0","288","0","288","0.0","0.0"
"WekaMatchingRule","recommendation_8454","goodreads_53641","0.06447831184056271","0","the search","the search","the search","the search","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Iris Johansen","Nora Roberts","Iris Johansen","Nora Roberts","0.15384615384615385","0.0","bantam books",,"bantam books",,"0.0","0.0","bantam books",,"bantam books",,"0.0","0.0","0","488","0","488","0.0","0.0","0","488","0","488","0.0","0.0"
"WekaMatchingRule","recommendation_6884","goodreads_32188","0.9391025641025641","1","the stone raft","the stone raft","the stone raft","the stone raft","1.0","1.0","Jose Saramago","José Saramago","Jose Saramago","José Saramago","0.3333333333333333","0.0","Jose Saramago","José Saramago","Jose Saramago","José Saramago","0.9230769230769231","1.0","harvest books",,"harvest books",,"0.0","0.0","harvest books",,"harvest books",,"0.0","0.0","0","292","0","292","0.0","0.0","0","292","0","292","0.0","0.0"
"WekaMatchingRule","recommendation_12045","goodreads_48945","0.06447831184056271","1","still woman enough: a memoir","still woman enough: a memoir","still woman enough: a memoir","still woman enough: a memoir","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Patsi Bale Cox","Loretta Lynn","Patsi Bale Cox","Loretta Lynn","0.0714285714285714","0.0","hyperion",,"hyperion",,"0.0","0.0","hyperion",,"hyperion",,"0.0","0.0","0","384","0","384","0.0","0.0","0","384","0","384","0.0","0.0"
"WekaMatchingRule","recommendation_125920","goodreads_52118","0.9391025641025641","1","visions in death","visions in death","visions in death","visions in death","1.0","1.0","J. D. Robb","J.D. Robb","J. D. Robb","J.D. Robb","1.0","1.0","J. D. Robb","J.D. Robb","J. D. Robb","J.D. Robb","0.9","1.0","putnam publishing group",,"putnam publishing group",,"0.0","0.0","putnam publishing group",,"putnam publishing group",,"0.0","0.0","0","354","0","354","0.0","0.0","0","354","0","354","0.0","0.0"
"WekaMatchingRule","recommendation_24882","goodreads_47543","0.06447831184056271","0","the widow","the widow","the widow","the widow","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Anne Stuart","Fiona Barton","Anne Stuart","Fiona Barton","0.25","0.0","mira",,"mira",,"0.0","0.0","mira",,"mira",,"0.0","0.0","0","324","0","324","0.0","0.0","0","324","0","324","0.0","0.0"
"WekaMatchingRule","recommendation_237703","goodreads_45403","0.06447831184056271","0","traitor","traitor","traitor","traitor","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Ralph Peters","Andy McNab","Ralph Peters","Andy McNab","0.16666666666666663","0.0","avon books",,"avon books",,"0.0","0.0","avon books",,"avon books",,"0.0","0.0","0","288","0","288","0.0","0.0","0","288","0","288","0.0","0.0"
"WekaMatchingRule","recommendation_151193","goodreads_2413","0.06447831184056271","0","changes","changes","changes","changes","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Danielle Steel","Jim Butcher","Danielle Steel","Jim Butcher","0.1428571428571429","0.0","bt bound",,"bt bound",,"0.0","0.0","bt bound",,"bt bound",,"0.0","0.0","0","438","0","438","0.0","0.0","0","438","0","438","0.0","0.0"
"WekaMatchingRule","recommendation_89887","goodreads_45661","0.06447831184056271","0","foul play","foul play","foul play","foul play","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","No Author","No Author","No Author","No Author","0.0","0.0","transworld publishers ltd",,"transworld publishers ltd",,"0.0","0.0","transworld publishers ltd",,"transworld publishers ltd",,"0.0","0.0","0","256","0","256","0.0","0.0","0","256","0","256","0.0","0.0"
"WekaMatchingRule","recommendation_213878","goodreads_5778","0.06447831184056271","0","open","open","open","open","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Lisa Lynne Moore","Andre Agassi","Lisa Lynne Moore","Andre Agassi","0.125","0.0","anansi",,"anansi",,"0.0","0.0","anansi",,"anansi",,"0.0","0.0","0","388","0","388","0.0","0.0","0","388","0","388","0.0","0.0"
"WekaMatchingRule","recommendation_95477","goodreads_42433","0.06447831184056271","1","america: what went wrong?","america: what went wrong?","america: what went wrong?","america: what went wrong?","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","James B Steele","Donald L. Barlett","James B Steele","Donald L. Barlett","0.17647058823529416","0.0","andrews mcmeel publishing",,"andrews mcmeel publishing",,"0.0","0.0","andrews mcmeel publishing",,"andrews mcmeel publishing",,"0.0","0.0","0","252","0","252","0.0","0.0","0","252","0","252","0.0","0.0"
"WekaMatchingRule","recommendation_44888","goodreads_5125","0.9391025641025641","1","daughter of the empire","daughter of the empire","daughter of the empire","daughter of the empire","1.0","1.0","RAYMOND FEIST","Raymond E. Feist","RAYMOND FEIST","Raymond E. Feist","0.6666666666666666","1.0","RAYMOND FEIST","Raymond E. Feist","RAYMOND FEIST","Raymond E. Feist","0.8125","1.0","bantam",,"bantam",,"0.0","0.0","bantam",,"bantam",,"0.0","0.0","0","421","0","421","0.0","0.0","0","421","0","421","0.0","0.0"
"WekaMatchingRule","recommendation_184789","goodreads_42329","0.06447831184056271","0","once and always","once and always","once and always","once and always","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Alyssa Deane","Judith McNaught","Alyssa Deane","Judith McNaught","0.1333333333333333","0.0","kensington publishing corp.",,"kensington publishing corp.",,"0.0","0.0","kensington publishing corp.",,"kensington publishing corp.",,"0.0","0.0","0","375","0","375","0.0","0.0","0","375","0","375","0.0","0.0"
"WekaMatchingRule","recommendation_238358","goodreads_663","0.06447831184056271","0","prodigy","prodigy","prodigy","prodigy","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Jan Clark","Marie Lu","Jan Clark","Marie Lu","0.11111111111111116","0.0","roc",,"roc",,"0.0","0.0","roc",,"roc",,"0.0","0.0","0","371","0","371","0.0","0.0","0","371","0","371","0.0","0.0"
"WekaMatchingRule","recommendation_51632","goodreads_7310","0.06447831184056271","0","the other side","the other side","the other side","the other side","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","R. Chetwynd-Hayes","Faraaz Kazi","R. Chetwynd-Hayes","Faraaz Kazi","0.05882352941176472","0.0","tor books (mm)",,"tor books (mm)",,"0.0","0.0","tor books (mm)",,"tor books (mm)",,"0.0","0.0","0","320","0","320","0.0","0.0","0","320","0","320","0.0","0.0"
"WekaMatchingRule","recommendation_87858","goodreads_880","0.9391025641025641","1","journey to the end of the night","journey to the end of the night","journey to the end of the night","journey to the end of the night","1.0","1.0","Louis-Ferdinand Celine","Louis-Ferdinand Céline","Louis-Ferdinand Celine","Louis-Ferdinand Céline","0.5","1.0","Louis-Ferdinand Celine","Louis-Ferdinand Céline","Louis-Ferdinand Celine","Louis-Ferdinand Céline","0.9545454545454546","1.0","new directions publishing corporation",,"new directions publishing corporation",,"0.0","0.0","new directions publishing corporation",,"new directions publishing corporation",,"0.0","0.0","0","453","0","453","0.0","0.0","0","453","0","453","0.0","0.0"
"WekaMatchingRule","recommendation_55817","goodreads_14207","0.9391025641025641","1","watermelon","watermelon","watermelon","watermelon","1.0","1.0","Marian Keyes","Marian Keyes","Marian Keyes","Marian Keyes","1.0","1.0","Marian Keyes","Marian Keyes","Marian Keyes","Marian Keyes","1.0","1.0","william morrow &amp; company",,"william morrow &amp; company",,"0.0","0.0","william morrow &amp; company",,"william morrow &amp; company",,"0.0","0.0","0","520","0","520","0.0","0.0","0","520","0","520","0.0","0.0"
"WekaMatchingRule","recommendation_87106","goodreads_34246","0.06447831184056271","0","dead and buried","dead and buried","dead and buried","dead and buried","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Melissa Cleary","Anne Cassidy","Melissa Cleary","Anne Cassidy","0.1428571428571429","0.0","berkley publishing group",,"berkley publishing group",,"0.0","0.0","berkley publishing group",,"berkley publishing group",,"0.0","0.0","0","336","0","336","0.0","0.0","0","336","0","336","0.0","0.0"
"WekaMatchingRule","recommendation_49096","goodreads_44443","0.06447831184056271","0","catacombs","catacombs","catacombs","catacombs","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","John Farris","Anne McCaffrey","John Farris","Anne McCaffrey","0.2142857142857143","0.0","bantam doubleday dell",,"bantam doubleday dell",,"0.0","0.0","bantam doubleday dell",,"bantam doubleday dell",,"0.0","0.0","0","236","0","236","0.0","0.0","0","236","0","236","0.0","0.0"
"WekaMatchingRule","recommendation_64727","goodreads_35064","0.06447831184056271","0","choke","choke","choke","choke","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Chuck Palahniuk","Diana López","Chuck Palahniuk","Diana López","0.1333333333333333","0.0","denoã?â«l",,"denoã?â«l",,"0.0","0.0","denoã?â«l",,"denoã?â«l",,"0.0","0.0","0","240","0","240","0.0","0.0","0","240","0","240","0.0","0.0"
"WekaMatchingRule","recommendation_195505","goodreads_19856","0.06447831184056271","0","her father's house","her father's house","her father's house","her father's house","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0","Emma Sinclair","Belva Plain","Emma Sinclair","Belva Plain","0.3846153846153846","0.0","judy piatkus publishers ltd",,"judy piatkus publishers ltd",,"0.0","0.0","judy piatkus publishers ltd",,"judy piatkus publishers ltd",,"0.0","0.0","0","390","0","390","0.0","0.0","0","390","0","390","0.0","0.0"
