id_recommendation,id_goodreads,value
recommendation_123447,goodreads_237,1
recommendation_239053,goodreads_3152,1
recommendation_16365,goodreads_7983,1
recommendation_154628,goodreads_885,1
recommendation_193864,goodreads_48844,1
recommendation_171517,goodreads_3172,1
recommendation_2570,goodreads_44990,1
recommendation_144264,goodreads_33762,1
recommendation_109576,goodreads_1558,1
recommendation_13681,goodreads_21889,1
recommendation_162136,goodreads_13226,1
recommendation_89498,goodreads_4687,1
recommendation_229794,goodreads_29884,1
recommendation_110997,goodreads_26698,1
recommendation_2439,goodreads_35022,1
recommendation_109759,goodreads_7381,1
recommendation_106649,goodreads_1694,1
recommendation_113819,goodreads_173,1
recommendation_221780,goodreads_13027,1
recommendation_7224,goodreads_49755,1
recommendation_87077,goodreads_29861,1
recommendation_66946,goodreads_6893,1
recommendation_166504,goodreads_33499,1
recommendation_3049,goodreads_3693,1
recommendation_225444,goodreads_4716,1
recommendation_53349,goodreads_47572,1
recommendation_224737,goodreads_1287,1
recommendation_26559,goodreads_53019,1
recommendation_107794,goodreads_30150,1
recommendation_80467,goodreads_8696,1
recommendation_149,goodreads_73,1
recommendation_16825,goodreads_22014,1
recommendation_8407,goodreads_207,1
recommendation_63207,goodreads_5162,1
recommendation_1013,goodreads_53448,1
recommendation_52842,goodreads_87,1
recommendation_22967,goodreads_1665,1
recommendation_176822,goodreads_14333,1
recommendation_19757,goodreads_44018,1
recommendation_119333,goodreads_30246,1
recommendation_123797,goodreads_6974,1
recommendation_57832,goodreads_47727,1
recommendation_18288,goodreads_35525,1
recommendation_36369,goodreads_31351,1
recommendation_177901,goodreads_41039,1
recommendation_11144,goodreads_41908,1
recommendation_200165,goodreads_53739,1
recommendation_117039,goodreads_50752,1
recommendation_122873,goodreads_5411,1
recommendation_14613,goodreads_43308,1
recommendation_2051,goodreads_24718,1
recommendation_167667,goodreads_6723,1
recommendation_141793,goodreads_1813,1
recommendation_5594,goodreads_2151,1
recommendation_57689,goodreads_14011,1
recommendation_1176,goodreads_21919,1
recommendation_84979,goodreads_3482,1
recommendation_25628,goodreads_2384,1
recommendation_78517,goodreads_45254,1
recommendation_191781,goodreads_15997,1
recommendation_24027,goodreads_14269,1
recommendation_203196,goodreads_7604,1
recommendation_73618,goodreads_8320,1
recommendation_141701,goodreads_48691,1
recommendation_6783,goodreads_24626,1
recommendation_10464,goodreads_15498,1
recommendation_6692,goodreads_47240,1
recommendation_119277,goodreads_1646,1
recommendation_199304,goodreads_9272,1
recommendation_240581,goodreads_26564,1
recommendation_75580,goodreads_53439,1
recommendation_56564,goodreads_43355,1
recommendation_34500,goodreads_66,1
recommendation_16845,goodreads_52490,1
recommendation_21646,goodreads_10288,1
recommendation_249323,goodreads_1781,1
recommendation_86484,goodreads_35525,1
recommendation_12844,goodreads_42278,1
recommendation_258017,goodreads_21583,1
recommendation_240337,goodreads_29767,1
recommendation_7510,goodreads_11321,1
recommendation_220715,goodreads_22068,1
recommendation_4862,goodreads_15710,1
recommendation_114972,goodreads_17722,1
recommendation_1376,goodreads_10988,1
recommendation_131708,goodreads_8,1
recommendation_87105,goodreads_52640,1
recommendation_11847,goodreads_1495,1
recommendation_7093,goodreads_60,1
recommendation_72154,goodreads_18769,1
recommendation_270366,goodreads_669,1
recommendation_42919,goodreads_48527,1
recommendation_123489,goodreads_8412,1
recommendation_102854,goodreads_35508,1
recommendation_249717,goodreads_50707,1
recommendation_29548,goodreads_35917,1
recommendation_10438,goodreads_42843,1
recommendation_106278,goodreads_31103,1
recommendation_19852,goodreads_32083,1
recommendation_3286,goodreads_47345,1
recommendation_205373,goodreads_14753,1
recommendation_29640,goodreads_46655,1
recommendation_42307,goodreads_53830,1
recommendation_37015,goodreads_41506,1
recommendation_82813,goodreads_35,1
recommendation_165427,goodreads_6245,1
recommendation_209966,goodreads_5529,1
recommendation_62654,goodreads_14495,1
recommendation_23622,goodreads_2286,1
recommendation_188195,goodreads_9089,1
recommendation_256,goodreads_1940,1
recommendation_159963,goodreads_28097,1
recommendation_114333,goodreads_14256,1
recommendation_164263,goodreads_19456,1
recommendation_73407,goodreads_998,1
recommendation_48983,goodreads_23662,1
recommendation_247080,goodreads_15986,1
recommendation_235248,goodreads_33387,1
recommendation_178328,goodreads_16039,1
recommendation_21559,goodreads_8303,1
recommendation_186955,goodreads_4839,1
recommendation_35128,goodreads_28733,1
recommendation_206072,goodreads_53493,1
recommendation_30938,goodreads_5313,1
recommendation_74861,goodreads_1183,1
recommendation_39157,goodreads_44095,1
recommendation_29,goodreads_978,1
recommendation_229454,goodreads_2743,1
recommendation_105898,goodreads_1228,1
recommendation_38630,goodreads_6638,1
recommendation_123293,goodreads_18571,1
recommendation_225643,goodreads_34586,1
recommendation_206176,goodreads_20859,1
recommendation_151424,goodreads_30143,1
recommendation_81258,goodreads_15685,1
recommendation_248970,goodreads_49447,1
recommendation_34074,goodreads_4898,1
recommendation_138971,goodreads_6317,1
recommendation_56700,goodreads_39557,1
recommendation_41563,goodreads_35551,1
recommendation_246152,goodreads_49481,1
recommendation_195587,goodreads_2469,1
recommendation_20512,goodreads_3659,1
recommendation_166504,goodreads_45802,1
recommendation_25601,goodreads_6651,1
recommendation_90589,goodreads_14631,1
recommendation_37100,goodreads_52621,1
recommendation_16779,goodreads_14327,1
recommendation_7246,goodreads_41001,1
recommendation_65866,goodreads_12193,1
recommendation_94088,goodreads_38658,1
recommendation_158356,goodreads_7099,1
recommendation_234066,goodreads_2418,1
recommendation_105503,goodreads_43721,1
recommendation_31378,goodreads_8625,1
recommendation_7283,goodreads_3671,1
recommendation_62476,goodreads_26250,1
recommendation_30677,goodreads_2431,1
recommendation_84626,goodreads_32447,1
recommendation_228696,goodreads_3662,1
recommendation_2017,goodreads_1083,1
recommendation_45369,goodreads_43919,1
recommendation_29904,goodreads_45068,1
recommendation_202907,goodreads_556,1
recommendation_105505,goodreads_15061,1
recommendation_30706,goodreads_45833,1
recommendation_43973,goodreads_41440,1
recommendation_15871,goodreads_9006,1
recommendation_9949,goodreads_28055,1
recommendation_150054,goodreads_32268,1
recommendation_119794,goodreads_15670,1
recommendation_7377,goodreads_613,1
recommendation_148072,goodreads_1254,1
recommendation_58581,goodreads_5950,1
recommendation_175979,goodreads_19044,1
recommendation_267532,goodreads_28383,1
recommendation_153270,goodreads_1079,1
recommendation_48480,goodreads_4626,1
recommendation_55238,goodreads_37450,1
recommendation_212559,goodreads_49497,1
recommendation_90921,goodreads_33577,1
recommendation_219762,goodreads_35418,1
recommendation_207706,goodreads_19865,1
recommendation_250751,goodreads_13460,1
recommendation_57767,goodreads_2517,1
recommendation_1656,goodreads_43750,1
recommendation_8212,goodreads_4131,1
recommendation_74048,goodreads_45592,1
recommendation_34183,goodreads_2933,1
recommendation_3953,goodreads_18769,1
recommendation_211720,goodreads_52469,1
recommendation_13599,goodreads_11856,1
recommendation_1758,goodreads_24235,1
recommendation_5913,goodreads_9713,1
recommendation_105614,goodreads_5307,1
recommendation_94398,goodreads_7258,1
recommendation_270628,goodreads_41650,1
recommendation_54187,goodreads_13361,1
recommendation_3671,goodreads_1385,1
recommendation_28932,goodreads_53344,1
recommendation_19972,goodreads_30333,1
recommendation_134546,goodreads_28181,1
recommendation_3544,goodreads_3019,1
recommendation_144449,goodreads_18591,1
recommendation_4780,goodreads_5067,1
recommendation_268721,goodreads_2727,1
recommendation_108654,goodreads_24978,1
recommendation_147683,goodreads_49497,1
recommendation_9723,goodreads_9462,1
recommendation_41471,goodreads_9460,1
recommendation_45369,goodreads_48111,1
recommendation_4888,goodreads_20077,1
recommendation_28609,goodreads_52648,1
recommendation_88107,goodreads_2304,1
recommendation_187329,goodreads_41044,1
recommendation_215240,goodreads_7720,1
recommendation_211764,goodreads_24044,1
recommendation_7611,goodreads_107,1
recommendation_44041,goodreads_33698,1
recommendation_73375,goodreads_17762,1
recommendation_114487,goodreads_14527,1
recommendation_18610,goodreads_6821,1
recommendation_100892,goodreads_46333,1
recommendation_100373,goodreads_41543,1
recommendation_3485,goodreads_26541,1
recommendation_168501,goodreads_28009,1
recommendation_14417,goodreads_47122,1
recommendation_55588,goodreads_21706,1
recommendation_19373,goodreads_28216,1
recommendation_156886,goodreads_15913,1
recommendation_32751,goodreads_912,1
recommendation_52201,goodreads_50224,1
recommendation_91713,goodreads_33783,1
recommendation_36396,goodreads_9392,1
recommendation_138989,goodreads_9845,1
recommendation_53184,goodreads_198,1
recommendation_4466,goodreads_34744,1
recommendation_33203,goodreads_15826,1
recommendation_28633,goodreads_35012,1
recommendation_69677,goodreads_1714,1
recommendation_15713,goodreads_28184,1
recommendation_7611,goodreads_49777,1
recommendation_111765,goodreads_25859,1
recommendation_18598,goodreads_7043,1
recommendation_259353,goodreads_13183,1
recommendation_10176,goodreads_686,1
recommendation_255,goodreads_37913,1
recommendation_17441,goodreads_33878,1
recommendation_34282,goodreads_53296,1
recommendation_144178,goodreads_26564,1
recommendation_1001,goodreads_3667,1
recommendation_182437,goodreads_46148,1
recommendation_3565,goodreads_6991,1
recommendation_14955,goodreads_18148,1
recommendation_1963,goodreads_8711,1
recommendation_132964,goodreads_19205,1
recommendation_186972,goodreads_38452,1
recommendation_103468,goodreads_2131,1
recommendation_19775,goodreads_1097,1
recommendation_56196,goodreads_50217,1
recommendation_15400,goodreads_8548,1
recommendation_42862,goodreads_24154,1
recommendation_10150,goodreads_53908,1
recommendation_223742,goodreads_49751,1
recommendation_40907,goodreads_5168,1
recommendation_8211,goodreads_53975,1
recommendation_78015,goodreads_29737,1
recommendation_140697,goodreads_49164,1
recommendation_80128,goodreads_29337,1
recommendation_13009,goodreads_44540,1
recommendation_114072,goodreads_26071,1
recommendation_108113,goodreads_15498,1
recommendation_42757,goodreads_6783,1
recommendation_19908,goodreads_49627,1
recommendation_194959,goodreads_47642,1
recommendation_25283,goodreads_47752,1
recommendation_108897,goodreads_2353,1
recommendation_176093,goodreads_632,1
recommendation_166374,goodreads_53269,1
recommendation_91934,goodreads_22368,1
recommendation_173851,goodreads_24235,1
recommendation_62593,goodreads_3595,1
recommendation_162010,goodreads_42466,1
recommendation_178799,goodreads_49162,1
recommendation_269339,goodreads_31244,1
recommendation_8424,goodreads_14623,1
recommendation_40849,goodreads_14377,1
recommendation_28450,goodreads_29713,1
recommendation_69913,goodreads_19531,1
recommendation_35523,goodreads_36704,1
recommendation_76754,goodreads_35890,1
recommendation_180064,goodreads_18153,1
recommendation_39705,goodreads_27608,1
recommendation_52838,goodreads_107,1
recommendation_55174,goodreads_746,1
recommendation_93300,goodreads_43191,1
recommendation_236367,goodreads_1878,1
recommendation_40482,goodreads_27841,1
recommendation_170106,goodreads_2219,1
recommendation_772,goodreads_6613,1
recommendation_32745,goodreads_22382,1
recommendation_11421,goodreads_53284,1
recommendation_172791,goodreads_9313,1
recommendation_196972,goodreads_346,1
recommendation_38092,goodreads_34972,1
recommendation_22971,goodreads_10812,1
recommendation_18660,goodreads_47597,1
recommendation_41122,goodreads_26863,1
recommendation_84883,goodreads_11918,1
recommendation_36961,goodreads_7160,1
recommendation_134982,goodreads_362,1
recommendation_52838,goodreads_49777,1
recommendation_122988,goodreads_31412,1
recommendation_158460,goodreads_2688,1
recommendation_85420,goodreads_24292,1
recommendation_36401,goodreads_9217,1
recommendation_241641,goodreads_5793,1
recommendation_21236,goodreads_47106,1
recommendation_123797,goodreads_35085,1
recommendation_83629,goodreads_13378,1
recommendation_65922,goodreads_7759,1
recommendation_7691,goodreads_3075,1
recommendation_65667,goodreads_319,1
recommendation_74871,goodreads_51891,1
recommendation_265436,goodreads_747,1
recommendation_38265,goodreads_6404,1
recommendation_28913,goodreads_141,1
recommendation_142715,goodreads_21391,1
recommendation_371,goodreads_17885,1
recommendation_80981,goodreads_41017,1
recommendation_20863,goodreads_19198,1
recommendation_23275,goodreads_50287,1
recommendation_76,goodreads_50779,1
recommendation_9376,goodreads_1153,1
recommendation_115599,goodreads_10013,1
recommendation_16710,goodreads_10004,1
recommendation_18426,goodreads_1776,1
recommendation_6982,goodreads_3051,1
recommendation_155300,goodreads_3721,1
recommendation_81273,goodreads_4707,1
recommendation_75552,goodreads_3490,1
recommendation_17999,goodreads_9280,1
recommendation_28743,goodreads_9226,1
recommendation_7519,goodreads_32304,1
recommendation_202693,goodreads_44028,1
recommendation_273,goodreads_48497,1
recommendation_26696,goodreads_5078,1
recommendation_20133,goodreads_5941,1
recommendation_68596,goodreads_52904,1
recommendation_1324,goodreads_134,1
recommendation_124776,goodreads_4672,1
recommendation_134598,goodreads_11724,1
recommendation_74350,goodreads_27997,1
recommendation_115830,goodreads_28100,1
recommendation_171110,goodreads_35360,1
recommendation_203555,goodreads_41723,1
recommendation_12855,goodreads_8151,1
recommendation_196846,goodreads_23012,1
recommendation_193851,goodreads_4666,1
recommendation_4900,goodreads_48025,1
recommendation_16759,goodreads_4342,1
recommendation_116933,goodreads_38120,1
recommendation_69810,goodreads_24441,1
recommendation_223514,goodreads_65,1
recommendation_10644,goodreads_138,1
recommendation_164263,goodreads_43561,1
recommendation_17531,goodreads_453,1
recommendation_59159,goodreads_234,1
recommendation_161424,goodreads_28124,1
recommendation_18973,goodreads_3230,1
recommendation_59830,goodreads_3321,1
recommendation_126507,goodreads_31195,1
recommendation_130480,goodreads_1814,1
recommendation_14910,goodreads_12260,1
recommendation_115707,goodreads_16125,1
recommendation_26439,goodreads_21433,1
recommendation_150473,goodreads_34087,1
recommendation_177097,goodreads_27785,1
recommendation_243963,goodreads_13460,1
recommendation_209299,goodreads_723,1
recommendation_193821,goodreads_21661,1
recommendation_245837,goodreads_13487,1
recommendation_58875,goodreads_28516,1
recommendation_176042,goodreads_27930,1
recommendation_248364,goodreads_34531,1
recommendation_56451,goodreads_44787,1
recommendation_59628,goodreads_17237,1
recommendation_115945,goodreads_3082,1
recommendation_169816,goodreads_38807,1
recommendation_135475,goodreads_46675,1
recommendation_87466,goodreads_38619,1
recommendation_199827,goodreads_4620,1
recommendation_3380,goodreads_5082,1
recommendation_263986,goodreads_40368,1
recommendation_2076,goodreads_45592,1
recommendation_93279,goodreads_1026,1
recommendation_86926,goodreads_37886,1
recommendation_20288,goodreads_3472,1
recommendation_84179,goodreads_52862,1
recommendation_57879,goodreads_14623,1
recommendation_72790,goodreads_13701,1
recommendation_166486,goodreads_14482,1
recommendation_2909,goodreads_3198,1
recommendation_4161,goodreads_38646,1
recommendation_46850,goodreads_2575,1
recommendation_202107,goodreads_7134,1
recommendation_86324,goodreads_37806,1
recommendation_12840,goodreads_19018,1
recommendation_46796,goodreads_294,1
recommendation_26893,goodreads_1334,1
recommendation_108252,goodreads_183,1
recommendation_27706,goodreads_8584,1
recommendation_17107,goodreads_4328,1
recommendation_46401,goodreads_6819,1
recommendation_1208,goodreads_32380,1
recommendation_481,goodreads_646,1
recommendation_44385,goodreads_38731,1
recommendation_32773,goodreads_23864,1
recommendation_2511,goodreads_31440,1
recommendation_5425,goodreads_29633,1
recommendation_48202,goodreads_51106,1
recommendation_159222,goodreads_9768,1
recommendation_120492,goodreads_39681,1
recommendation_39802,goodreads_53531,1
recommendation_100460,goodreads_3249,1
recommendation_3768,goodreads_937,1
recommendation_148674,goodreads_48366,1
recommendation_81580,goodreads_10364,1
recommendation_137724,goodreads_103,1
recommendation_127511,goodreads_46152,1
recommendation_783,goodreads_2446,1
recommendation_72845,goodreads_723,1
recommendation_230214,goodreads_8863,1
recommendation_142140,goodreads_24131,1
recommendation_7643,goodreads_29894,1
recommendation_16113,goodreads_52270,1
recommendation_16816,goodreads_704,1
recommendation_184659,goodreads_53387,1
recommendation_161158,goodreads_3113,1
recommendation_77870,goodreads_25062,1
recommendation_2757,goodreads_43322,1
recommendation_21365,goodreads_28526,1
recommendation_243045,goodreads_8485,1
recommendation_18554,goodreads_21470,1
recommendation_10804,goodreads_8108,1
recommendation_25612,goodreads_3160,1
recommendation_20134,goodreads_2752,1
recommendation_262179,goodreads_41464,1
recommendation_46620,goodreads_15497,1
recommendation_875,goodreads_43672,1
recommendation_18394,goodreads_5072,1
recommendation_21363,goodreads_867,1
recommendation_20638,goodreads_50199,1
recommendation_213032,goodreads_44258,1
recommendation_220736,goodreads_1658,1
recommendation_963,goodreads_44425,1
recommendation_11913,goodreads_33742,1
recommendation_109476,goodreads_3895,1
recommendation_86620,goodreads_19631,1
recommendation_26104,goodreads_30900,1
recommendation_49102,goodreads_707,1
recommendation_191576,goodreads_52235,1
recommendation_77892,goodreads_5851,1
recommendation_14548,goodreads_4174,1
recommendation_91625,goodreads_32441,1
recommendation_221242,goodreads_2503,1
recommendation_4829,goodreads_51877,1
recommendation_2069,goodreads_390,1
recommendation_33337,goodreads_7485,1
recommendation_230037,goodreads_4391,1
recommendation_131238,goodreads_28647,1
recommendation_3510,goodreads_10807,1
recommendation_155279,goodreads_21889,1
recommendation_105636,goodreads_14662,1
recommendation_254975,goodreads_38272,1
recommendation_74797,goodreads_40,1
recommendation_51294,goodreads_53343,1
recommendation_210359,goodreads_15535,1
recommendation_67093,goodreads_24211,1
recommendation_28577,goodreads_48509,1
recommendation_60123,goodreads_15458,1
recommendation_145499,goodreads_24088,1
recommendation_33402,goodreads_75,1
recommendation_73638,goodreads_3700,1
recommendation_7769,goodreads_6447,1
recommendation_50869,goodreads_35508,1
recommendation_25549,goodreads_51443,1
recommendation_26878,goodreads_38705,1
recommendation_20110,goodreads_40087,1
recommendation_246,goodreads_203,1
recommendation_49095,goodreads_222,1
recommendation_190266,goodreads_20878,1
recommendation_16073,goodreads_11313,1
recommendation_263034,goodreads_50213,1
recommendation_3383,goodreads_4028,1
recommendation_122802,goodreads_24022,1
recommendation_7862,goodreads_4103,1
recommendation_28494,goodreads_51867,1
recommendation_66307,goodreads_1649,1
recommendation_20922,goodreads_290,1
recommendation_156492,goodreads_48242,1
recommendation_13016,goodreads_14269,1
recommendation_32682,goodreads_22932,1
recommendation_6020,goodreads_53280,1
recommendation_87742,goodreads_36691,1
recommendation_92355,goodreads_42220,1
recommendation_142140,goodreads_6121,1
recommendation_170636,goodreads_53482,1
recommendation_268141,goodreads_46858,1
recommendation_64058,goodreads_14702,1
recommendation_5206,goodreads_5633,1
recommendation_161985,goodreads_7366,1
recommendation_270602,goodreads_21718,1
recommendation_88215,goodreads_1211,1
recommendation_43839,goodreads_6013,1
recommendation_86286,goodreads_51552,1
recommendation_21118,goodreads_36911,1
recommendation_19115,goodreads_52001,1
recommendation_80634,goodreads_37127,1
recommendation_646,goodreads_10021,1
recommendation_76722,goodreads_44283,1
recommendation_1151,goodreads_9131,1
recommendation_33347,goodreads_28334,1
recommendation_389,goodreads_11384,1
recommendation_38984,goodreads_426,1
recommendation_245154,goodreads_46333,1
recommendation_71799,goodreads_7701,1
recommendation_91051,goodreads_22831,1
recommendation_33230,goodreads_9779,1
recommendation_130588,goodreads_22110,1
recommendation_97449,goodreads_1254,1
recommendation_4221,goodreads_6896,1
recommendation_106346,goodreads_9070,1
recommendation_95017,goodreads_22363,1
recommendation_136783,goodreads_94,1
recommendation_2624,goodreads_664,1
recommendation_63157,goodreads_4715,1
recommendation_18966,goodreads_27608,1
recommendation_242566,goodreads_36422,1
recommendation_5324,goodreads_1532,1
recommendation_11648,goodreads_29696,1
recommendation_118064,goodreads_38684,1
recommendation_106408,goodreads_6859,1
recommendation_229202,goodreads_279,1
recommendation_11635,goodreads_35478,1
recommendation_253815,goodreads_198,1
recommendation_151516,goodreads_1327,1
recommendation_219574,goodreads_39948,1
recommendation_173946,goodreads_1833,1
recommendation_94532,goodreads_17941,1
recommendation_15514,goodreads_50706,1
recommendation_229692,goodreads_53900,1
recommendation_85454,goodreads_4657,1
recommendation_139829,goodreads_6999,1
recommendation_21485,goodreads_409,1
recommendation_41100,goodreads_4949,1
recommendation_180535,goodreads_1241,1
recommendation_235795,goodreads_17027,1
recommendation_71523,goodreads_6898,1
recommendation_28051,goodreads_723,1
recommendation_148054,goodreads_14044,1
recommendation_141287,goodreads_18369,1
recommendation_40519,goodreads_42876,1
recommendation_248,goodreads_49789,1
recommendation_10964,goodreads_480,1
recommendation_58875,goodreads_46106,1
recommendation_194097,goodreads_52065,1
recommendation_119709,goodreads_286,1
recommendation_149799,goodreads_11905,1
recommendation_91026,goodreads_44258,1
recommendation_123293,goodreads_43189,1
recommendation_53894,goodreads_1421,1
recommendation_9455,goodreads_15592,1
recommendation_84626,goodreads_39134,1
recommendation_16065,goodreads_4659,1
recommendation_103240,goodreads_3872,1
recommendation_243118,goodreads_29894,1
recommendation_25549,goodreads_18658,1
recommendation_92529,goodreads_42532,1
recommendation_243827,goodreads_29614,1
recommendation_98078,goodreads_24693,1
recommendation_52201,goodreads_42827,1
recommendation_5047,goodreads_5468,1
recommendation_36004,goodreads_3206,1
recommendation_14868,goodreads_16019,1
recommendation_39988,goodreads_8968,1
recommendation_158829,goodreads_28544,1
recommendation_12110,goodreads_20824,1
recommendation_196308,goodreads_40,1
recommendation_189929,goodreads_21204,1
recommendation_2285,goodreads_9109,1
recommendation_251582,goodreads_47914,1
recommendation_134200,goodreads_52401,1
recommendation_114072,goodreads_48347,1
recommendation_38062,goodreads_41972,1
recommendation_4818,goodreads_3019,1
recommendation_127789,goodreads_33669,1
recommendation_103456,goodreads_334,1
recommendation_213132,goodreads_805,1
recommendation_139639,goodreads_19041,1
recommendation_62635,goodreads_31428,1
recommendation_66666,goodreads_52102,1
recommendation_103592,goodreads_11958,1
recommendation_173854,goodreads_38745,1
recommendation_12949,goodreads_34919,1
recommendation_62812,goodreads_284,1
recommendation_42370,goodreads_177,1
recommendation_193545,goodreads_49901,1
recommendation_28657,goodreads_25144,1
recommendation_12670,goodreads_40666,1
recommendation_193545,goodreads_26345,1
recommendation_14832,goodreads_824,1
recommendation_15398,goodreads_35512,1
recommendation_1012,goodreads_2307,1
recommendation_103658,goodreads_5218,1
recommendation_6254,goodreads_11251,1
recommendation_3324,goodreads_33762,1
recommendation_31573,goodreads_33838,1
recommendation_21626,goodreads_4937,1
recommendation_115136,goodreads_48787,1
recommendation_167527,goodreads_43359,1
recommendation_68921,goodreads_45642,1
recommendation_81667,goodreads_18089,1
recommendation_180108,goodreads_53830,1
recommendation_43150,goodreads_5100,1
recommendation_34306,goodreads_39300,1
recommendation_94526,goodreads_31368,1
recommendation_57958,goodreads_734,1
recommendation_241311,goodreads_29170,1
recommendation_97939,goodreads_28330,1
recommendation_26396,goodreads_40583,1
recommendation_51688,goodreads_12661,1
recommendation_6659,goodreads_37127,1
recommendation_45066,goodreads_291,1
recommendation_163747,goodreads_25953,1
recommendation_136232,goodreads_51739,1
recommendation_86829,goodreads_29487,1
recommendation_37391,goodreads_31306,1
recommendation_111765,goodreads_51752,1
recommendation_192780,goodreads_5567,1
recommendation_248961,goodreads_46577,1
recommendation_190544,goodreads_180,1
recommendation_1516,goodreads_49224,1
recommendation_110927,goodreads_28526,1
recommendation_225997,goodreads_35877,1
recommendation_176097,goodreads_22596,1
recommendation_38859,goodreads_1218,1
recommendation_22074,goodreads_51043,1
recommendation_27651,goodreads_45592,1
recommendation_3116,goodreads_10378,1
recommendation_51237,goodreads_747,1
recommendation_251582,goodreads_40838,1
recommendation_25908,goodreads_5420,1
recommendation_177556,goodreads_50518,1
recommendation_32420,goodreads_31103,1
recommendation_177138,goodreads_47664,1
recommendation_181336,goodreads_8412,1
recommendation_4314,goodreads_32504,1
recommendation_225919,goodreads_47734,1
recommendation_75585,goodreads_50247,1
recommendation_5333,goodreads_28181,1
recommendation_142002,goodreads_10238,1
recommendation_48162,goodreads_1371,1
recommendation_7451,goodreads_1405,1
recommendation_96627,goodreads_47979,1
recommendation_120426,goodreads_18,1
recommendation_25399,goodreads_23893,1
recommendation_3512,goodreads_1830,1
recommendation_6512,goodreads_15146,1
recommendation_226891,goodreads_6679,1
recommendation_200149,goodreads_13205,1
recommendation_15048,goodreads_28046,1
recommendation_42343,goodreads_33,1
recommendation_108786,goodreads_48410,1
recommendation_24971,goodreads_51059,1
recommendation_225411,goodreads_47363,1
recommendation_36734,goodreads_336,1
recommendation_1267,goodreads_1324,1
recommendation_43334,goodreads_25607,1
recommendation_108252,goodreads_33515,1
recommendation_4274,goodreads_3694,1
recommendation_110255,goodreads_5417,1
recommendation_217143,goodreads_15738,1
recommendation_255341,goodreads_4191,1
recommendation_28450,goodreads_23861,1
recommendation_61686,goodreads_28521,1
recommendation_6254,goodreads_14441,1
recommendation_189789,goodreads_4333,1
recommendation_226891,goodreads_39207,1
recommendation_28494,goodreads_32447,1
recommendation_48945,goodreads_40666,1
recommendation_110729,goodreads_29770,1
recommendation_189063,goodreads_39006,1
recommendation_85748,goodreads_19515,1
recommendation_182724,goodreads_9620,1
recommendation_2917,goodreads_14391,1
recommendation_21169,goodreads_41547,1
recommendation_26230,goodreads_3722,1
recommendation_9193,goodreads_403,1
recommendation_80924,goodreads_3688,1
recommendation_30723,goodreads_48033,1
recommendation_77771,goodreads_10998,1
recommendation_135132,goodreads_49003,1
recommendation_90457,goodreads_53269,1
recommendation_209180,goodreads_30252,1
recommendation_93781,goodreads_7301,1
recommendation_20059,goodreads_44258,1
recommendation_133726,goodreads_628,1
recommendation_28229,goodreads_855,1
recommendation_174896,goodreads_38796,1
recommendation_6771,goodreads_9442,1
recommendation_34272,goodreads_27298,1
recommendation_50732,goodreads_53834,1
recommendation_245464,goodreads_28385,1
recommendation_232873,goodreads_10149,1
recommendation_211935,goodreads_3566,1
recommendation_73615,goodreads_7615,1
recommendation_153702,goodreads_33520,1
recommendation_185568,goodreads_24161,1
recommendation_7438,goodreads_3291,1
recommendation_86391,goodreads_6243,1
recommendation_135847,goodreads_18249,1
recommendation_119759,goodreads_576,1
recommendation_14700,goodreads_52448,1
recommendation_5876,goodreads_19204,1
recommendation_79327,goodreads_4534,1
recommendation_4773,goodreads_153,1
recommendation_222962,goodreads_46138,1
recommendation_209079,goodreads_9713,1
recommendation_227173,goodreads_49775,1
recommendation_163,goodreads_12,1
recommendation_1735,goodreads_3355,1
recommendation_149896,goodreads_941,1
recommendation_219215,goodreads_4983,1
recommendation_202454,goodreads_7289,1
recommendation_220953,goodreads_13553,1
recommendation_153962,goodreads_21618,1
recommendation_162983,goodreads_3676,1
recommendation_27964,goodreads_51986,1
recommendation_32399,goodreads_43359,1
recommendation_157762,goodreads_50136,1
recommendation_176639,goodreads_6401,1
recommendation_787,goodreads_888,1
recommendation_178732,goodreads_31368,1
recommendation_7995,goodreads_19299,1
recommendation_42518,goodreads_12640,1
recommendation_78909,goodreads_3517,1
recommendation_55568,goodreads_766,1
recommendation_14479,goodreads_35610,1
recommendation_70754,goodreads_14890,1
recommendation_1496,goodreads_34456,1
recommendation_105611,goodreads_17234,1
recommendation_120600,goodreads_766,1
recommendation_234044,goodreads_39744,1
recommendation_24222,goodreads_32642,1
recommendation_5020,goodreads_11214,1
recommendation_88841,goodreads_83,1
recommendation_177927,goodreads_42772,1
recommendation_113659,goodreads_28909,1
recommendation_234265,goodreads_38351,1
recommendation_53187,goodreads_149,1
recommendation_17719,goodreads_50111,1
recommendation_91322,goodreads_54000,1
recommendation_86920,goodreads_477,1
recommendation_3885,goodreads_5059,1
recommendation_197237,goodreads_3,1
recommendation_100892,goodreads_51876,1
recommendation_113804,goodreads_22034,1
recommendation_166867,goodreads_28171,1
recommendation_116148,goodreads_9713,1
recommendation_96973,goodreads_32718,1
recommendation_63207,goodreads_22093,1
recommendation_145072,goodreads_37126,1
recommendation_84881,goodreads_33170,1
recommendation_50732,goodreads_2676,1
recommendation_109412,goodreads_14908,1
recommendation_105517,goodreads_5344,1
recommendation_2570,goodreads_24390,1
recommendation_172969,goodreads_144,1
recommendation_147248,goodreads_19126,1
recommendation_209878,goodreads_7970,1
recommendation_101609,goodreads_38496,1
